21	5022694	5025008	1	1	0	0	1	21
21	5025050	5026279	1	1	0	0	1	25
21	5026631	5027934	1	1	0	0	4	40
21	5028226	5032052	1	1	0	0	3	15
21	5117232	5118690	2	6	0	24	3	48
21	5118848	5121710	2	2	0	1	6	27
21	5121804	5124755	2	2	0	2	7	49
21	5124876	5125878	2	2	0	0	13	46
21	5125993	5127897	2	2	0	4	10	50
21	5125993	5128213	2	2	0	0	1	23
21	5127951	5128213	2	2	0	8	14	49
21	5131456	5133425	2	2	0	0	1	22
21	5133501	5133654	2	2	0	0	4	34
21	5133806	5133901	2	2	0	0	5	30
21	5134121	5135088	2	2	0	0	3	29
21	5135155	5135934	2	2	0	1	0	14
21	5136044	5137326	2	2	0	3	0	40
21	5137475	5139697	2	2	0	1	1	29
21	5139879	5140952	2	2	0	1	1	47
21	5141104	5141276	2	2	0	1	0	33
21	5141425	5141558	2	2	0	0	4	27
21	5141708	5142531	2	2	0	0	1	20
21	5142669	5143221	2	2	0	0	2	24
21	5143293	5144090	2	2	0	3	0	48
21	5146367	5146657	2	2	0	0	3	38
21	5146794	5147288	2	2	0	0	1	36
21	5147433	5147778	2	2	0	0	2	31
21	5158760	5159079	2	2	0	0	2	37
21	5159275	5163517	2	2	0	0	3	45
21	6112240	6112738	1	1	0	0	1	39
21	6112856	6116223	1	1	0	0	1	37
21	6116288	6116461	1	1	0	0	3	36
21	6117019	6117127	1	1	0	0	1	38
21	6117252	6117803	1	1	0	0	2	43
21	6118028	6118255	1	1	0	0	3	45
21	6118403	6118782	1	1	0	0	3	46
21	6118909	6119023	1	1	0	0	1	45
21	6119241	6119719	1	1	0	0	4	39
21	6120002	6120486	1	1	0	1	5	48
21	6120719	6121143	1	1	0	0	1	36
21	6445662	6448480	2	2	0	0	2	30
21	6449932	6450511	2	2	0	0	1	24
21	6450647	6450903	2	2	0	0	1	19
21	6450982	6452118	2	2	0	0	2	40
21	6452225	6453988	2	2	0	0	1	26
21	6454074	6454630	2	2	0	0	5	48
21	6454757	6455577	2	2	0	0	4	46
21	6456951	6457064	2	2	0	0	3	24
21	6457200	6457293	2	2	0	0	2	30
21	6457374	6457920	2	2	0	0	3	32
21	6458056	6460186	2	2	0	0	5	49
21	6460294	6463662	2	2	0	0	6	46
21	6463880	6464943	2	2	0	0	2	37
21	6484917	6486137	2	2	0	0	21	46
21	6486231	6486321	2	2	0	0	51	49
21	6486456	6487106	2	2	0	0	74	50
21	6487206	6487362	2	2	0	0	31	47
21	6487413	6492130	2	2	0	0	24	48
21	6487413	6493043	2	2	0	0	1	15
21	6492198	6495992	2	2	0	0	39	50
21	6496081	6499128	2	2	0	0	11	47
21	7745742	7748903	1	1	0	0	1	27
21	7748988	7754951	1	1	0	0	7	38
21	7748988	7769186	1	1	0	0	1	31
21	7755119	7758104	1	1	0	0	13	39
21	7755119	7769186	1	1	0	0	1	21
21	7769376	7771566	1	1	0	0	1	49
21	9069342	9069444	2	2	0	1	0	20
21	9070445	9070763	2	2	0	1	0	41
21	9070445	9070789	2	2	0	2	0	38
21	14374285	14375651	2	2	0	5	0	41
21	14375820	14378198	2	2	0	5	0	44
21	14378413	14381202	2	2	0	2	0	33
21	14486115	14498441	2	2	0	1	0	34
21	14498593	14500528	2	2	0	3	0	35
21	14500736	14510309	2	2	0	5	0	38
21	14510462	14512443	2	2	0	1	0	45
21	14517042	14521149	2	2	0	5	0	44
21	15730439	15762890	1	1	0	1	0	22
